Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,DaysSinceEnrolled,YearsSinceEnrolled,Age,AgeGroup,MntTotal,MntRegularProds,Children,HasChildren,AcceptedCmpTotal,HasAcceptedCmp,NumTotalPurchases
2n Cycle,Partner,16248.0,1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,50,0,26,18-30,57,48,1,1,0,0,6
Master,Partner,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,274,0,68,61+,1033,892,0,0,0,0,23
Master,Partner,30477.0,1,0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,158,0,30,18-30,66,54,1,1,0,0,5
Basic,Partner,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,14,0,53,46-60,43,33,0,0,0,0,5
Graduation,Partner,25271.0,1,0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,571,1,31,31-45,50,43,1,1,0,0,4
PhD,Single,32303.0,0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,113,0,44,31-45,39,37,1,1,0,0,5
Graduation,Partner,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,331,0,48,46-60,608,491,1,1,0,0,16
Graduation,Partner,74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,467,1,38,31-45,1581,1566,0,0,0,0,23
PhD,Partner,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,491,1,50,46-60,68,64,2,1,0,0,5
Basic,Partner,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,658,1,36,31-45,80,44,1,1,1,1,4
PhD,Partner,66973.0,0,0,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,408,1,25,18-30,1282,1180,0,0,0,0,27
Graduation,Partner,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,395,1,26,18-30,91,69,1,1,0,0,6
Graduation,Partner,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,496,1,41,31-45,315,303,2,1,0,0,12
Graduation,Partner,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,182,0,37,31-45,31,24,2,1,0,0,4
Master,Partner,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,47,0,34,31-45,834,826,0,0,0,0,22
Graduation,Partner,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,283,0,60,46-60,1600,1549,0,0,1,1,16
Graduation,Partner,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,528,1,60,46-60,1270,1098,0,0,0,0,16
PhD,Single,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,90,0,41,31-45,263,184,2,1,1,1,9
Graduation,Single,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,0,0,62,61+,535,496,1,1,1,1,16
Graduation,Single,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,202,0,46,46-60,1295,1203,0,0,0,0,17
Graduation,Single,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,258,0,36,31-45,1150,1096,1,1,0,0,26
PhD,Partner,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,604,1,37,31-45,1240,1182,0,0,3,1,26
PhD,Single,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,347,0,49,46-60,38,35,2,1,0,0,4
Master,Single,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,596,1,30,18-30,35,20,0,0,1,1,3
Graduation,Partner,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,203,0,26,18-30,53,39,1,1,1,1,4
Master,Single,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,412,1,51,46-60,293,272,2,1,0,0,11
Graduation,Partner,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,21,0,48,46-60,65,61,1,1,0,0,5
Graduation,Single,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,657,1,60,46-60,1804,1612,1,1,1,1,24
Graduation,Partner,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,455,1,58,46-60,241,233,1,1,0,0,10
Graduation,Partner,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,103,0,60,46-60,1101,1089,0,0,0,0,19
PhD,Partner,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,632,1,46,46-60,264,254,2,1,0,0,11
Master,Partner,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,524,1,40,31-45,541,497,2,1,0,0,16
Graduation,Partner,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,421,1,29,18-30,1198,1144,0,0,0,0,16
Graduation,Partner,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,89,0,37,31-45,482,393,1,1,0,0,14
2n Cycle,Single,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,48,0,36,31-45,17,16,3,1,0,0,3
Master,Partner,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,226,0,66,61+,1615,1599,0,0,2,1,24
Master,Single,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,302,0,60,46-60,285,219,1,1,0,0,10
Graduation,Partner,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,592,1,34,31-45,1135,1092,1,1,0,0,26
2n Cycle,Partner,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,79,0,26,18-30,114,96,1,1,0,0,6
Graduation,Partner,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,227,0,45,31-45,1047,1037,0,0,0,0,15
PhD,Partner,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,76,0,44,31-45,714,700,2,1,0,0,20
PhD,Partner,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,540,1,34,31-45,185,182,1,1,0,0,9
Graduation,Single,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,659,1,52,46-60,1245,1153,1,1,0,0,27
Graduation,Partner,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,460,1,36,31-45,189,150,1,1,0,0,8
Graduation,Partner,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,612,1,38,31-45,576,394,1,1,0,0,14
Graduation,Single,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,567,1,62,61+,1103,1011,1,1,0,0,15
PhD,Partner,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,690,1,42,31-45,1753,1736,0,0,0,0,16
PhD,Partner,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,133,0,28,18-30,17,17,1,1,0,0,3
Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,466,1,48,46-60,433,394,2,1,0,0,14
2n Cycle,Single,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,540,1,52,46-60,1588,1561,1,1,1,1,13
Graduation,Partner,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,410,1,43,31-45,22,19,1,1,0,0,3
Graduation,Single,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,74,0,63,61+,19,15,0,0,0,0,4
PhD,Partner,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,463,1,49,46-60,1117,1085,1,1,0,0,26
2n Cycle,Partner,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,202,0,39,31-45,69,48,1,1,0,0,6
Master,Partner,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,207,0,32,31-45,23,22,1,1,0,0,4
PhD,Single,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,268,0,56,46-60,605,594,1,1,0,0,18
Graduation,Single,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,185,0,41,31-45,57,37,1,1,0,0,7
Graduation,Single,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,244,0,46,46-60,2088,2068,0,0,1,1,21
Graduation,Partner,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,553,1,56,46-60,1009,971,1,1,0,0,14
Graduation,Single,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,333,0,43,31-45,26,25,1,1,0,0,4
Graduation,Partner,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,213,0,24,18-30,1627,1446,0,0,1,1,21
Graduation,Partner,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,681,1,56,46-60,1102,950,1,1,0,0,24
PhD,Partner,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,24,0,50,46-60,17,16,2,1,0,0,4
Graduation,Partner,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,405,1,42,31-45,1690,1610,1,1,3,1,14
Graduation,Partner,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,536,1,61,61+,1390,1313,1,1,0,0,19
PhD,Partner,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,667,1,26,18-30,2126,1954,0,0,0,0,19
Master,Partner,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,608,1,45,31-45,1531,1461,1,1,0,0,21
Master,Single,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,286,0,39,31-45,64,51,1,1,0,0,5
Graduation,Single,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,245,0,29,18-30,26,15,1,1,0,0,4
Graduation,Single,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,450,1,40,31-45,1112,964,0,0,4,1,28
2n Cycle,Partner,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,645,1,56,46-60,210,185,0,0,0,0,9
Graduation,Partner,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,669,1,47,46-60,1148,1118,2,1,0,0,21
PhD,Single,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,624,1,40,31-45,33,32,1,1,0,0,4
PhD,Partner,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,621,1,53,46-60,1101,1080,1,1,1,1,16
Graduation,Single,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,615,1,50,46-60,322,310,1,1,0,0,12
Graduation,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,390,1,50,46-60,44,34,2,1,0,0,6
PhD,Single,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,203,0,57,46-60,17,15,3,1,0,0,3
Graduation,Single,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,627,1,35,31-45,31,18,1,1,1,1,4
PhD,Single,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,403,1,46,46-60,845,821,2,1,0,0,22
Master,Partner,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,12,0,44,31-45,275,268,1,1,0,0,11
PhD,Partner,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,583,1,36,31-45,25,20,1,1,0,0,3
Master,Partner,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,511,1,62,61+,275,255,2,1,0,0,11
Master,Partner,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,472,1,48,46-60,90,70,2,1,0,0,7
Graduation,Partner,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,3,0,51,46-60,1495,1254,0,0,1,1,18
PhD,Partner,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,622,1,44,31-45,184,115,2,1,1,1,7
Graduation,Partner,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,375,1,44,31-45,981,865,0,0,0,0,12
Graduation,Partner,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,268,0,44,31-45,67,46,1,1,0,0,6
Graduation,Single,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,645,1,61,61+,1635,1489,0,0,0,0,12
Master,Single,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,101,0,31,31-45,60,54,1,1,0,0,7
PhD,Partner,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,145,0,39,31-45,231,218,1,1,0,0,10
Graduation,Partner,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,84,0,54,46-60,48,44,2,1,0,0,6
Graduation,Single,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,508,1,51,46-60,99,89,2,1,0,0,6
PhD,Partner,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,286,0,51,46-60,770,763,1,1,0,0,21
Graduation,Single,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,528,1,58,46-60,957,795,0,0,0,0,21
Master,Partner,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,60,0,33,31-45,818,803,0,0,0,0,11
PhD,Single,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,453,1,28,18-30,925,871,0,0,1,1,16
Master,Single,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,434,1,46,46-60,908,777,1,1,0,0,21
Basic,Partner,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,503,1,33,31-45,102,85,1,1,0,0,7
Graduation,Partner,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,612,1,38,31-45,576,394,1,1,0,0,14
Graduation,Partner,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,667,1,68,61+,317,289,0,0,0,0,11
PhD,Partner,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,120,0,40,31-45,461,395,1,1,0,0,14
Master,Partner,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,73,0,39,31-45,37,34,2,1,0,0,5
Graduation,Partner,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,352,0,40,31-45,70,50,1,1,0,0,6
Graduation,Partner,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,516,1,62,61+,930,856,0,0,0,0,22
Master,Partner,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,537,1,58,46-60,859,724,2,1,0,0,20
Graduation,Single,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,48,0,48,46-60,1478,1450,0,0,0,0,21
Master,Single,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,381,1,65,61+,390,339,0,0,0,0,13
2n Cycle,Partner,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,360,0,30,18-30,52,40,0,0,1,1,4
Graduation,Partner,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,184,0,45,31-45,137,123,1,1,0,0,7
Graduation,Partner,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,606,1,34,31-45,1919,1716,0,0,1,1,18
Graduation,Partner,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,165,0,43,31-45,68,55,2,1,0,0,6
Graduation,Partner,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,474,1,49,46-60,25,17,2,1,0,0,3
Master,Partner,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,675,1,62,61+,1374,1334,1,1,2,1,20
2n Cycle,Single,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,479,1,26,18-30,32,24,1,1,0,0,4
Master,Partner,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,532,1,28,18-30,100,89,1,1,0,0,6
Graduation,Single,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,533,1,32,31-45,825,787,0,0,0,0,11
PhD,Single,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,104,0,49,46-60,916,881,1,1,1,1,23
Graduation,Single,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,74,0,56,46-60,62,52,2,1,0,0,7
2n Cycle,Partner,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,260,0,58,46-60,728,700,1,1,0,0,20
PhD,Partner,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,120,0,36,31-45,90,90,1,1,0,0,6
Graduation,Single,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,77,0,26,18-30,273,221,1,1,0,0,10
Graduation,Partner,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,184,0,30,18-30,66,41,1,1,0,0,7
Master,Partner,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,458,1,53,46-60,1213,1150,0,0,1,1,22
Graduation,Single,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,649,1,48,46-60,107,92,0,0,0,0,6
Graduation,Single,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,116,0,67,61+,1157,1146,0,0,1,1,17
Master,Partner,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,292,0,50,46-60,546,536,1,1,1,1,17
Master,Partner,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,428,1,22,18-30,241,226,0,0,0,0,10
Graduation,Single,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,162,0,38,31-45,53,36,1,1,0,0,7
Graduation,Partner,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,244,0,47,46-60,37,35,3,1,0,0,5
Master,Single,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,508,1,38,31-45,1508,1494,0,0,0,0,22
Graduation,Partner,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,194,0,48,46-60,235,218,2,1,0,0,10
Master,Partner,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,110,0,58,46-60,32,31,2,1,0,0,5
Graduation,Partner,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,335,0,42,31-45,102,75,2,1,0,0,6
Graduation,Single,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,684,1,29,18-30,401,351,1,1,0,0,13
Graduation,Partner,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,348,0,63,61+,28,22,2,1,0,0,4
Graduation,Partner,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,528,1,43,31-45,680,603,1,1,0,0,18
Graduation,Partner,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,363,0,40,31-45,30,21,1,1,0,0,3
PhD,Single,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,140,0,49,46-60,20,19,2,1,0,0,3
PhD,Single,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,507,1,53,46-60,1307,1234,1,1,0,0,18
Graduation,Single,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,534,1,61,61+,630,589,1,1,0,0,18
Graduation,Partner,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,359,0,57,46-60,1283,1157,0,0,0,0,17
PhD,Single,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,362,0,38,31-45,65,56,1,1,0,0,6
Graduation,Partner,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,234,0,30,18-30,37,35,1,1,0,0,4
PhD,Partner,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,416,1,64,61+,38,38,3,1,0,0,4
PhD,Single,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,501,1,28,18-30,160,149,1,1,0,0,8
Graduation,Single,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,439,1,31,31-45,23,19,1,1,0,0,3
PhD,Single,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,291,0,25,18-30,71,65,0,0,0,0,5
PhD,Partner,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,452,1,58,46-60,1161,1138,1,1,0,0,17
Master,Partner,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,535,1,43,31-45,59,41,1,1,1,1,4
Graduation,Partner,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,364,0,31,31-45,33,25,1,1,0,0,5
Graduation,Single,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,655,1,54,46-60,946,807,2,1,0,0,21
Graduation,Single,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,570,1,46,46-60,1442,1412,0,0,3,1,21
Graduation,Partner,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,594,1,42,31-45,62,41,1,1,0,0,4
Graduation,Partner,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,483,1,49,46-60,1674,1552,0,0,1,1,21
Graduation,Single,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,688,1,26,18-30,1538,1500,0,0,0,0,20
Graduation,Single,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,204,0,28,18-30,139,121,0,0,0,0,7
PhD,Partner,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,583,1,45,31-45,1182,1148,1,1,2,1,17
PhD,Partner,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,381,1,64,61+,507,493,1,1,0,0,16
Basic,Partner,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,318,0,41,31-45,18,15,1,1,1,1,3
Graduation,Single,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,231,0,62,61+,940,767,0,0,0,0,15
Graduation,Partner,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,371,1,49,46-60,42,39,2,1,0,0,4
Graduation,Single,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,13,0,44,31-45,1190,972,0,0,0,0,14
Graduation,Single,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,551,1,43,31-45,44,37,2,1,0,0,5
Master,Partner,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,177,0,38,31-45,16,12,1,1,1,1,3
Graduation,Partner,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,194,0,57,46-60,835,827,1,1,0,0,22
Graduation,Partner,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,535,1,28,18-30,1443,1350,1,1,2,1,20
PhD,Single,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,244,0,48,46-60,1029,1029,0,0,0,0,15
Graduation,Partner,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,610,1,40,31-45,1188,1166,0,0,0,0,17
PhD,Single,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,554,1,38,31-45,1277,1265,1,1,0,0,19
Graduation,Single,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,212,0,36,31-45,49,39,2,1,0,0,5
Graduation,Partner,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,414,1,59,46-60,99,89,1,1,1,1,6
PhD,Partner,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,564,1,45,31-45,1670,1622,0,0,0,0,14
